node.exe :  ┬╗   Warning: @salesforce/cli update available from [92m2.85.7[39m to 
[92m2.133.4[39m.
At C:\Program Files\nodejs\sfdx.ps1:16 char:5
+     & "$basedir/node$exe" --no-deprecation "$basedir/node_modules/@sa ...
+     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: ( ┬╗   Warning: ...2m2.133.4[39m.:String) [], 
    RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
Warning: We plan to stop supporting v4.x of Code Analyzer in the coming months. We highly 
recommend that you start using v5.x, which is currently in Beta. For information on v5.x, 
see https://developer.salesforce.com/docs/platform/salesforce-code-analyzer/guide/code-anal
yzer.html.
"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"284","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","146","12","MethodNamingConventions","The test method name 'testHealIncident_TokenRefresh' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"285","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SelfHealingEngineTest.cls","160","12","MethodNamingConventions","The test method name 'testHealIncident_Escalate' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"286","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","2","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"287","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","2","21","StdCyclomaticComplexity","The class 'SentinelFlowAutomationService' has a Standard Cyclomatic Complexity of 8 (Highest = 17).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"288","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","2","21","CognitiveComplexity","The class 'SentinelFlowAutomationService' has a total cognitive complexity of 50 (highest 26), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"289","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","7","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"290","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","28","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"291","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","28","19","StdCyclomaticComplexity","The method 'createIncidentsForFailedLogs' has a Standard Cyclomatic Complexity of 17.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"292","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","28","19","NcssMethodCount","The method 'createIncidentsForFailedLogs()' has an NCSS line count of 54 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"293","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","28","19","CognitiveComplexity","The method 'createIncidentsForFailedLogs(List<Integration_Log__c>, Map<Id, Integration_Log__c>)' has a cognitive complexity of 26, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"294","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","28","19","CyclomaticComplexity","The method 'createIncidentsForFailedLogs(List<Integration_Log__c>, Map<Id, Integration_Log__c>)' has a cyclomatic complexity of 18.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"295","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationService.cls","132","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"296","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","44","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"297","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","45","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"298","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","56","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"299","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","57","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"300","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","78","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"301","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","79","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"302","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","80","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"303","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","81","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"304","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","108","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"305","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","143","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"306","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowAutomationServiceTest.cls","144","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"307","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowCopilotController.cls","2","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"308","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowCopilotController.cls","4","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"309","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","32","12","MethodNamingConventions","The test method name 'testLoginUser_InvalidCredentials' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"310","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","50","12","MethodNamingConventions","The test method name 'testForgotPassword_InvalidUsername' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"311","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","64","12","MethodNamingConventions","The test method name 'testForgotPassword_ExistingUsername' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"312","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","78","12","MethodNamingConventions","The test method name 'testForgotPassword_ExistingEmail' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"313","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","92","12","MethodNamingConventions","The test method name 'testLoginUser_EmptyStartUrl' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"314","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","121","12","MethodNamingConventions","The test method name 'testGetNetworkHomeUrl_Fallback' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"315","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","134","12","MethodNamingConventions","The test method name 'testBuildHomeUrl_FromLoginUrl' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"316","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","151","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"317","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","157","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"318","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","164","12","MethodNamingConventions","The test method name 'testNormalizeLoginRedirect_AddsSitePrefix' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"319","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","165","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"320","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowLoginControllerTest.cls","169","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"321","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","10","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"322","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","10","21","CognitiveComplexity","The class 'SentinelFlowPortalController' has a total cognitive complexity of 59 (highest 10), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"323","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","10","21","CyclomaticComplexity","The class 'SentinelFlowPortalController' has a total cyclomatic complexity of 40 (highest 6).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"324","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","14","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"325","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","24","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"326","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","40","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"327","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","48","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"328","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","66","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"329","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","79","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"330","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","177","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"331","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","201","47","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"332","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","225","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"333","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","242","54","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"334","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","255","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"335","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","273","60","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"336","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","290","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"337","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","300","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"338","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","310","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"339","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","324","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"340","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","368","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"341","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","407","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"342","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalController.cls","407","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"343","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","76","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"344","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","77","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"345","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","78","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"346","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","79","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"347","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","88","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"348","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","90","13","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"349","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","91","13","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"350","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","101","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"351","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","107","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"352","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","108","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"353","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","109","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"354","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","127","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"355","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","128","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"356","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","144","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"357","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","145","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"358","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","146","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"359","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","167","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"360","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","168","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"361","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","169","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"362","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","191","13","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"363","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","196","13","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"364","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","201","13","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"365","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","214","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"366","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","215","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"367","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPortalControllerTest.cls","216","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"368","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandler.cls","4","21","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"369","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandler.cls","4","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
